Year,City,Population,Violent Crime Total,Murder and Nonnegligent Manslaughter,Rape,Robbery,Aggravated Assault,Property Crime Total,Burglary,Larceny-Theft,Motor Vehicle Theft,Violent Crime Rate,Murder and Nonnegligent Manslaughter Rate,Rape Rate,Robbery Rate,Aggravated Assault Rate,Property Crime Rate,Burglary Rate,Larceny-Theft Rate,Motor Vechicle Theft Rate
"2010","Jersey City, NJ","247,597","1,830","26","44","943","817","5,992","1,523","3,662","807","739.1","10.5","17.8","380.9","330.0","2,420.1","615.1","1,479.0","325.9"
"2011","Jersey City, NJ","248,423","1,906","18","49","961","878","5,701","1,402","3,439","860","767.2","7.2","19.7","386.8","353.4","2,294.9","564.4","1,384.3","346.2"
"2012","Jersey City, NJ","251,554","1,847","11","45","880","911","5,479","1,426","3,291","762","734.2","4.4","17.9","349.8","362.1","2,178.1","566.9","1,308.3","302.9"
"2013","Jersey City, NJ","256,886","1,655","20","35","717","883","4,836","1,052","3,046","738","644.3","7.8","13.6","279.1","343.7","1,882.5","409.5","1,185.7","287.3"
"2014","Jersey City, NJ","260,005","1,381","24","35","620","702","4,240","887","2,804","549","531.1","9.2","13.5","238.5","270.0","1,630.7","341.1","1,078.4","211.1"
"2001","Newark, NJ","275,823","3,837","90","91","1,837","1,819","14,911","2,552","6,324","6,035","1,391.1","32.6","33.0","666.0","659.5","5,406.0","925.2","2,292.8","2,188.0"
"2002","Newark, NJ","279,269","3,193","65","88","1,567","1,473","14,621","2,253","6,033","6,335","1,143.3","23.3","31.5","561.1","527.4","5,235.5","806.7","2,160.3","2,268.4"
"2003","Newark, NJ","278,551","2,731","81","85","1,304","1,261","13,861","2,281","5,562","6,018","980.4","29.1","30.5","468.1","452.7","4,976.1","818.9","1,996.8","2,160.5"
"2004","Newark, NJ","279,857","2,867","84","73","1,345","1,365","13,199","2,159","5,252","5,788","1,024.5","30.0","26.1","480.6","487.7","4,716.3","771.5","1,876.7","2,068.2"
"2005","Newark, NJ","281,063","2,821","97","83","1,250","1,391","12,720","2,056","4,974","5,690","1,003.7","34.5","29.5","444.7","494.9","4,525.7","731.5","1,769.7","2,024.5"
"2006","Newark, NJ","280,877","2,839","105","87","1,288","1,359","11,456","1,982","4,377","5,097","1,010.8","37.4","31.0","458.6","483.8","4,078.7","705.6","1,558.3","1,814.7"
"2007","Newark, NJ","280,158","2,415","104","60","1,104","1,147","10,772","1,928","4,472","4,372","862.0","37.1","21.4","394.1","409.4","3,845.0","688.2","1,596.2","1,560.5"
"2008","Newark, NJ","279,788","2,660","67","51","1,387","1,155","9,750","2,000","3,996","3,754","950.7","23.9","18.2","495.7","412.8","3,484.8","714.8","1,428.2","1,341.7"
"2009","Newark, NJ","279,203","2,597","80","68","1,319","1,130","8,822","1,947","3,781","3,094","930.1","28.7","24.4","472.4","404.7","3,159.7","697.3","1,354.2","1,108.2"
"2010","Newark, NJ","277,140","2,885","90","79","1,604","1,112","9,209","1,928","3,661","3,620","1,041.0","32.5","28.5","578.8","401.2","3,322.9","695.7","1,321.0","1,306.2"
"2011","Newark, NJ","278,064","3,243","94","58","1,977","1,114","10,016","2,396","3,921","3,699","1,166.3","33.8","20.9","711.0","400.6","3,602.0","861.7","1,410.1","1,330.3"
"2012","Newark, NJ","278,906","3,220","96","55","1,976","1,093","10,199","2,144","4,093","3,962","1,154.5","34.4","19.7","708.5","391.9","3,656.8","768.7","1,467.5","1,420.6"
"2013","Newark, NJ","278,246","3,516","112","45","2,433","926","8,965","2,074","3,997","2,894","1,263.6","40.3","16.2","874.4","332.8","3,222.0","745.4","1,436.5","1,040.1"
"2014","Newark, NJ","279,110","3,009","94","49","1,922","944","7,958","1,736","3,810","2,412","1,078.1","33.7","17.6","688.6","338.2","2,851.2","622.0","1,365.1","864.2"
"2001","Henderson, NV","184,844","523","9","99","195","220","5,205","1,434","2,863","908","282.9","4.9","53.6","105.5","119.0","2,815.9","775.8","1,548.9","491.2"
"2002","Henderson, NV","190,761","454","4","104","200","146","5,327","1,470","2,705","1,152","238.0","2.1","54.5","104.8","76.5","2,792.5","770.6","1,418.0","603.9"
"2003","Henderson, NV","212,571","489","10","101","165","213","5,692","1,435","2,886","1,371","230.0","4.7","47.5","77.6","100.2","2,677.7","675.1","1,357.7","645.0"
"2004","Henderson, NV","223,827","455","7","59","128","261","6,476","1,677","3,423","1,376","203.3","3.1","26.4","57.2","116.6","2,893.3","749.2","1,529.3","614.8"
"2005","Henderson, NV","232,536","432","9","40","133","250","6,654","1,556","3,645","1,453","185.8","3.9","17.2","57.2","107.5","2,861.5","669.1","1,567.5","624.8"
"2006","Henderson, NV","239,906","588","5","63","237","283","6,674","1,600","3,614","1,460","245.1","2.1","26.3","98.8","118.0","2,781.9","666.9","1,506.4","608.6"
"2007","Henderson, NV","251,270","591","9","66","227","289","6,293","1,789","3,215","1,289","235.2","3.6","26.3","90.3","115.0","2,504.5","712.0","1,279.5","513.0"
"2008","Henderson, NV","256,091","529","5","90","212","222","5,814","1,542","3,443","829","206.6","2.0","35.1","82.8","86.7","2,270.3","602.1","1,344.4","323.7"
"2009","Henderson, NV","261,883","612","4","56","257","295","5,171","1,411","3,141","619","233.7","1.5","21.4","98.1","112.6","1,974.5","538.8","1,199.4","236.4"
"2010","Henderson, NV","257,729","543","8","35","189","311","5,196","1,280","3,406","510","210.7","3.1","13.6","73.3","120.7","2,016.1","496.6","1,321.5","197.9"
"2011","Henderson, NV","259,902","571","2","58","197","314","4,777","1,280","3,069","428","219.7",".8","22.3","75.8","120.8","1,838.0","492.5","1,180.8","164.7"
"2012","Henderson, NV","263,469","445","4","61","172","208","5,295","1,408","3,386","501","168.9","1.5","23.2","65.3","78.9","2,009.7","534.4","1,285.2","190.2"
"2013","Henderson, NV","268,237","367","8","45","160","154","5,358","1,405","3,416","537","136.8","3.0","16.8","59.6","57.4","1,997.5","523.8","1,273.5","200.2"
"2014","Henderson, NV","274,121","452","3","89","165","195","5,423","1,397","3,531","495","164.9","1.1","32.5","60.2","71.1","1,978.3","509.6","1,288.1","180.6"
"2001","Buffalo, NY","293,187","3,709","64","229","1,600","1,816","16,185","3,965","9,669","2,551","1,265.1","21.8","78.1","545.7","619.4","5,520.4","1,352.4","3,297.9","870.1"
"2002","Buffalo, NY","295,441","3,757","43","185","1,627","1,902","15,260","3,857","9,115","2,288","1,271.7","14.6","62.6","550.7","643.8","5,165.2","1,305.5","3,085.2","774.4"
"2003","Buffalo, NY","288,187","3,924","65","206","1,654","1,999","16,510","4,131","9,851","2,528","1,361.6","22.6","71.5","573.9","693.6","5,728.9","1,433.4","3,418.3","877.2"
"2004","Buffalo, NY","285,567","3,804","51","212","1,485","2,056","16,252","3,914","9,929","2,409","1,332.1","17.9","74.2","520.0","720.0","5,691.1","1,370.6","3,476.9","843.6"
"2005","Buffalo, NY","283,269","3,938","56","184","1,667","2,031","16,730","4,240","10,089","2,401","1,390.2","19.8","65.0","588.5","717.0","5,906.0","1,496.8","3,561.6","847.6"
"2006","Buffalo, NY","280,494","3,957","74","174","1,708","2,001","15,436","4,447","8,864","2,125","1,410.7","26.4","62.0","608.9","713.4","5,503.1","1,585.4","3,160.1","757.6"
"2007","Buffalo, NY","273,832","3,490","54","164","1,533","1,739","16,137","4,389","9,477","2,271","1,274.5","19.7","59.9","559.8","635.1","5,893.0","1,602.8","3,460.9","829.3"
"2008","Buffalo, NY","270,289","3,716","37","174","1,539","1,966","15,474","4,112","9,503","1,859","1,374.8","13.7","64.4","569.4","727.4","5,725.0","1,521.3","3,515.9","687.8"
"2009","Buffalo, NY","268,655","3,920","60","141","1,636","2,083","14,481","3,954","8,947","1,580","1,459.1","22.3","52.5","609.0","775.3","5,390.2","1,471.8","3,330.3","588.1"
"2010","Buffalo, NY","261,310","3,599","55","157","1,466","1,921","14,753","4,296","9,027","1,430","1,377.3","21.0","60.1","561.0","735.1","5,645.8","1,644.0","3,454.5","547.2"
"2011","Buffalo, NY","262,484","3,250","36","121","1,459","1,634","14,305","4,473","8,711","1,121","1,238.2","13.7","46.1","555.8","622.5","5,449.9","1,704.1","3,318.7","427.1"
"2012","Buffalo, NY","262,434","3,382","48","138","1,388","1,808","13,454","3,976","8,371","1,107","1,288.7","18.3","52.6","528.9","688.9","5,126.6","1,515.0","3,189.8","421.8"
"2013","Buffalo, NY","258,789","3,249","47","145","1,322","1,735","12,491","3,458","8,076","957","1,255.5","18.2","56.0","510.8","670.4","4,826.7","1,336.2","3,120.7","369.8"
"2014","Buffalo, NY","258,419","3,173","60","173","1,277","1,663","12,449","3,119","8,362","968","1,227.9","23.2","66.9","494.2","643.5","4,817.4","1,207.0","3,235.8","374.6"
"2001","Cincinnati, OH","331,880","4,006","56","323","2,096","1,531","23,409","6,242","13,936","3,231","1,207.1","16.9","97.3","631.6","461.3","7,053.5","1,880.8","4,199.1","973.5"
"2002","Cincinnati, OH","333,273","4,250","70","350","2,393","1,437","24,101","6,431","14,132","3,538","1,275.2","21.0","105.0","718.0","431.2","7,231.6","1,929.6","4,240.4","1,061.6"
"2003","Cincinnati, OH","324,297","3,656","72","319","2,184","1,081","24,242","5,931","14,856","3,455","1,127.4","22.2","98.4","673.5","333.3","7,475.2","1,828.9","4,581.0","1,065.4"
"2004","Cincinnati, OH","318,005","3,668","64","318","2,409","877","22,796","5,583","14,342","2,871","1,153.4","20.1","100.0","757.5","275.8","7,168.4","1,755.6","4,510.0","902.8"
"2005","Cincinnati, OH","314,292","3,732","79","324","2,319","1,010","22,472","5,439","14,077","2,956","1,187.4","25.1","103.1","737.8","321.4","7,150.0","1,730.6","4,479.0","940.5"
"2006","Cincinnati, OH","309,104","3,777","90","296","2,341","1,050","22,201","6,027","13,588","2,586","1,221.9","29.1","95.8","757.4","339.7","7,182.4","1,949.8","4,395.9","836.6"
"2007","Cincinnati, OH","332,388","3,595","62","318","1,962","1,253","20,596","6,211","12,377","2,008","1,081.6","18.7","95.7","590.3","377.0","6,196.4","1,868.6","3,723.7","604.1"
"2008","Cincinnati, OH","332,608","4,214","75","276","2,419","1,444","20,321","6,338","12,373","1,610","1,267.0","22.5","83.0","727.3","434.1","6,109.6","1,905.5","3,720.0","484.1"
"2009","Cincinnati, OH","333,568","3,983","55","241","2,272","1,415","20,414","6,291","12,560","1,563","1,194.1","16.5","72.2","681.1","424.2","6,119.9","1,886.0","3,765.3","468.6"
"2010","Cincinnati, OH","296,943","3,615","68","236","2,117","1,194","20,600","6,515","12,466","1,619","1,217.4","22.9","79.5","712.9","402.1","6,937.4","2,194.0","4,198.1","545.2"
"2011","Cincinnati, OH","297,160","3,067","61","183","1,773","1,050","20,462","6,674","12,512","1,276","1,032.1","20.5","61.6","596.6","353.3","6,885.9","2,245.9","4,210.5","429.4"
"2012","Cincinnati, OH","296,204","2,887","46","188","1,725","928","18,173","5,483","11,590","1,100","974.7","15.5","63.5","582.4","313.3","6,135.3","1,851.1","3,912.8","371.4"
"2013","Cincinnati, OH","296,491","2,858","70","218","1,612","958","17,302","5,484","10,540","1,278","963.9","23.6","73.5","543.7","323.1","5,835.6","1,849.6","3,554.9","431.0"
"2014","Cincinnati, OH","297,671","2,719","60","248","1,358","1,053","16,680","4,842","10,734","1,104","913.4","20.2","83.3","456.2","353.7","5,603.5","1,626.6","3,606.0","370.9"
"2001","Cleveland, OH","479,263","6,424","77","624","3,298","2,425","26,641","7,937","12,925","5,779","1,340.4","16.1","130.2","688.1","506.0","5,558.7","1,656.1","2,696.8","1,205.8"
"2002","Cleveland, OH","481,274","6,364","80","619","3,263","2,402","26,845","8,096","13,250","5,499","1,322.3","16.6","128.6","678.0","499.1","5,577.9","1,682.2","2,753.1","1,142.6"
"2003","Cleveland, OH","468,446","6,200","73","646","3,167","2,314","26,078","8,048","12,832","5,198","1,323.5","15.6","137.9","676.1","494.0","5,566.9","1,718.0","2,739.3","1,109.6"
"2004","Cleveland, OH","462,260","6,007","79","536","3,294","2,098","27,128","8,136","13,174","5,818","1,299.5","17.1","116.0","712.6","453.9","5,868.6","1,760.0","2,849.9","1,258.6"
"2005","Cleveland, OH","458,885","6,427","109","485","3,744","2,089","28,671","8,624","13,238","6,809","1,400.6","23.8","105.7","815.9","455.2","6,248.0","1,879.3","2,884.8","1,483.8"
"2006","Cleveland, OH","452,759","7,030","77","455","4,297","2,201","28,431","9,693","12,184","6,554","1,552.7","17.0","100.5","949.1","486.1","6,279.5","2,140.9","2,691.1","1,447.6"
"2007","Cleveland, OH","439,888","6,460","90","385","4,025","1,960","27,139","9,083","11,263","6,793","1,468.6","20.5","87.5","915.0","445.6","6,169.5","2,064.8","2,560.4","1,544.3"
"2008","Cleveland, OH","433,452","6,154","55","428","3,805","1,866","25,159","9,115","10,749","5,295","1,419.8","12.7","98.7","877.8","430.5","5,804.3","2,102.9","2,479.9","1,221.6"
"2009","Cleveland, OH","429,238","5,994","83","380","3,555","1,976","24,206","9,239","10,923","4,044","1,396.4","19.3","88.5","828.2","460.4","5,639.3","2,152.4","2,544.7","942.1"
"2010","Cleveland, OH","396,815","5,529","81","344","3,181","1,923","23,512","9,871","10,131","3,510","1,393.3","20.4","86.7","801.6","484.6","5,925.2","2,487.6","2,553.1","884.5"
"2011","Cleveland, OH","397,106","5,426","74","354","3,156","1,842","25,323","10,706","10,524","4,093","1,366.4","18.6","89.1","794.8","463.9","6,376.9","2,696.0","2,650.2","1,030.7"
"2012","Cleveland, OH","393,781","5,449","84","363","3,252","1,750","24,309","9,740","10,808","3,761","1,383.8","21.3","92.2","825.8","444.4","6,173.2","2,473.5","2,744.7","955.1"
"2013","Cleveland, OH","389,181","5,782","58","436","3,496","1,792","23,267","8,279","10,853","4,135","1,485.7","14.9","112.0","898.3","460.5","5,978.5","2,127.3","2,788.7","1,062.5"
"2014","Cleveland, OH","388,655","5,205","63","495","2,992","1,655","21,216","6,963","10,403","3,850","1,339.2","16.2","127.4","769.8","425.8","5,458.8","1,791.6","2,676.7","990.6"
"2001","Toledo, OH","314,183","3,050","18","185","1,312","1,535","24,055","6,299","14,006","3,750","970.8","5.7","58.9","417.6","488.6","7,656.4","2,004.9","4,457.9","1,193.6"
"2002","Toledo, OH","315,501","3,183","28","185","1,378","1,592","23,534","5,811","14,510","3,213","1,008.9","8.9","58.6","436.8","504.6","7,459.2","1,841.8","4,599.0","1,018.4"
"2003","Toledo, OH","309,499","3,182","21","152","1,354","1,655","23,159","5,664","14,383","3,112","1,028.1","6.8","49.1","437.5","534.7","7,482.7","1,830.1","4,647.2","1,005.5"
"2004","Toledo, OH","309,600","3,267","22","145","1,195","1,905","21,678","5,651","13,235","2,792","1,055.2","7.1","46.8","386.0","615.3","7,001.9","1,825.3","4,274.9","901.8"
"2005","Toledo, OH","305,107","3,725","28","179","1,356","2,162","23,630","7,101","13,331","3,198","1,220.9","9.2","58.7","444.4","708.6","7,744.8","2,327.4","4,369.3","1,048.2"
"2006","Toledo, OH","301,652","3,461","35","169","1,248","2,009","22,711","6,915","13,239","2,557","1,147.3","11.6","56.0","413.7","666.0","7,528.9","2,292.4","4,388.8","847.7"
"2007","Toledo, OH","296,403","3,639","13","151","1,225","2,250","19,826","5,921","12,029","1,876","1,227.7","4.4","50.9","413.3","759.1","6,688.9","1,997.6","4,058.3","632.9"
"2008","Toledo, OH","317,401","3,621","18","132","1,383","2,088","18,670","6,522","10,671","1,477","1,140.8","5.7","41.6","435.7","657.8","5,882.1","2,054.8","3,362.0","465.3"
"2009","Toledo, OH","291,066","3,251","33","165","1,222","1,831","","8,064","","1,337","1,116.9","11.3","56.7","419.8","629.1","","2,770.5","","459.3"
"2010","Toledo, OH","287,208","2,854","23","140","1,097","1,594","","7,287","","1,197","993.7","8.0","48.7","382.0","555.0","","2,537.2","","416.8"
"2011","Toledo, OH","287,418","2,868","30","124","1,152","1,562","","8,366","","1,465","997.8","10.4","43.1","400.8","543.5","","2,910.7","","509.7"
"2012","Toledo, OH","286,020","3,352","39","172","1,126","2,015","","6,729","","1,334","1,171.9","13.6","60.1","393.7","704.5","","2,352.6","","466.4"
"2013","Toledo, OH","283,035","2,902","28","129","962","1,783","","5,357","","1,064","1,025.3","9.9","45.6","339.9","630.0","","1,892.7","","375.9"
"2014","Toledo, OH","281,150","3,068","24","231","944","1,869","","4,691","","949","1,091.2","8.5","82.2","335.8","664.8","","1,668.5","","337.5"
"2001","Tulsa, OK","394,125","4,547","34","256","776","3,481","24,807","5,863","15,308","3,636","1,153.7","8.6","65.0","196.9","883.2","6,294.2","1,487.6","3,884.0","922.5"
"2002","Tulsa, OK","397,953","4,323","26","243","901","3,153","25,796","6,313","15,918","3,565","1,086.3","6.5","61.1","226.4","792.3","6,482.2","1,586.4","4,000.0","895.8"
"2003","Tulsa, OK","393,907","4,304","61","272","891","3,080","27,253","6,403","17,343","3,507","1,092.6","15.5","69.1","226.2","781.9","6,918.6","1,625.5","4,402.8","890.3"
"2004","Tulsa, OK","389,135","4,688","48","299","1,035","3,306","26,961","6,648","16,590","3,723","1,204.7","12.3","76.8","266.0","849.6","6,928.4","1,708.4","4,263.3","956.7"
"2005","Tulsa, OK","386,414","4,995","58","303","1,096","3,538","25,169","6,592","14,847","3,730","1,292.7","15.0","78.4","283.6","915.6","6,513.5","1,705.9","3,842.3","965.3"
"2006","Tulsa, OK","385,834","4,816","53","289","997","3,477","24,011","6,315","14,523","3,173","1,248.2","13.7","74.9","258.4","901.2","6,223.1","1,636.7","3,764.1","822.4"
"2007","Tulsa, OK","381,469","4,552","55","299","1,023","3,175","24,044","6,843","13,522","3,679","1,193.3","14.4","78.4","268.2","832.3","6,303.0","1,793.9","3,544.7","964.4"
"2008","Tulsa, OK","382,954","4,922","50","252","1,096","3,524","22,769","6,725","13,746","2,298","1,285.3","13.1","65.8","286.2","920.2","5,945.6","1,756.1","3,589.5","600.1"
"2009","Tulsa, OK","384,851","4,295","68","254","1,117","2,856","23,220","6,626","14,521","2,073","1,116.0","17.7","66.0","290.2","742.1","6,033.5","1,721.7","3,773.1","538.7"
"2010","Tulsa, OK","391,906","4,304","54","252","1,381","2,617","21,355","7,146","11,857","2,352","1,098.2","13.8","64.3","352.4","667.8","5,449.0","1,823.4","3,025.5","600.1"
"2011","Tulsa, OK","396,101","3,960","49","266","1,090","2,555","21,923","7,353","12,136","2,434","999.7","12.4","67.2","275.2","645.0","5,534.7","1,856.3","3,063.9","614.5"
"2012","Tulsa, OK","398,904","3,949","42","316","1,062","2,529","20,807","6,235","12,162","2,410","990.0","10.5","79.2","266.2","634.0","5,216.0","1,563.0","3,048.9","604.2"
"2013","Tulsa, OK","394,498","3,827","60","373","994","2,400","20,978","5,935","12,654","2,389","970.1","15.2","94.6","252.0","608.4","5,317.6","1,504.4","3,207.6","605.6"
"2014","Tulsa, OK","399,556","3,217","46","313","920","1,938","20,304","5,500","12,494","2,310","805.1","11.5","78.3","230.3","485.0","5,081.6","1,376.5","3,127.0","578.1"
"2001","Pittsburgh, PA","341,414","2,964","55","134","1,384","1,391","16,744","3,246","10,766","2,732","868.2","16.1","39.2","405.4","407.4","4,904.3","950.8","3,153.4","800.2"
